Age,Gender,Weight,Height,BMI,Goal,Calories Burned,Workout Time (min),Workout Recommendation
19,Male,70.5,177.8,22.3,Maintain Weight,6.2,28,Low-Impact Aerobics
35,Male,58.0,179.1,18.1,Gain Weight,28.7,200,Deadlifts
58,Male,68.7,173.9,22.7,Maintain Weight,7.87,41,Hiking
43,Male,58.4,186.5,16.8,Gain Weight,29.91,209,Bench Press
46,Other,63.8,163.6,23.8,Maintain Weight,11.03,88,Hiking
17,Male,58.8,157.2,23.8,Maintain Weight,16.86,111,Elliptical
28,Male,70.0,173.5,23.3,Maintain Weight,15.52,98,Low-Impact Aerobics
58,Male,68.0,172.5,22.9,Build Muscles,23.45,158,Leg Press
27,Male,69.9,188.2,19.7,Maintain Weight,15.38,97,Rowing
38,Male,67.9,180.2,20.9,Build Muscles,28.78,198,Shoulder Press
50,Male,66.6,186.7,19.1,Build Muscles,28.86,199,Power Cleans
56,Male,61.5,175.3,20.0,Build Muscles,22.42,152,Deadlifts
51,Other,57.1,153.7,24.1,Build Muscles,22.2,202,Push Press
34,Female,67.1,174.7,22.0,Maintain Weight,10.45,81,Hiking
28,Other,49.2,171.3,16.7,Gain Weight,5.92,42,Deadlifts
48,Other,62.7,164.8,23.1,Build Muscles,16.1,139,Kettlebell Swings
31,Female,72.5,173.7,24.0,Maintain Weight,14.14,116,Stretching
53,Male,68.9,185.9,20.0,Build Muscles,19.08,125,Power Cleans
47,Other,63.2,167.7,22.5,Maintain Weight,6.31,41,Balance Exercises
25,Other,57.5,161.6,22.0,Build Muscles,14.71,127,Power Cleans
37,Male,60.2,187.6,17.1,Gain Weight,14.24,91,Deadlifts
36,Other,49.7,167.1,17.8,Gain Weight,6.74,50,Bent-Over Rows
15,Other,49.9,156.9,20.3,Maintain Weight,4.45,27,Elliptical
53,Female,50.2,167.9,17.8,Gain Weight,2.96,12,Overhead Press
40,Female,68.1,173.6,22.6,Maintain Weight,11.28,89,Stretching
34,Female,45.5,168.7,16.0,Gain Weight,21.39,198,Tricep Extensions
59,Male,67.9,189.4,18.9,Build Muscles,23.84,161,Bench Press
34,Female,61.5,160.7,23.8,Build Muscles,14.95,128,Kettlebell Swings
25,Female,59.9,170.2,20.7,Maintain Weight,11.89,98,Planks
23,Other,45.5,150.1,20.2,Build Muscles,24.39,228,Shoulder Press
30,Other,56.3,168.6,19.8,Build Muscles,24.87,229,Lunges
40,Other,59.4,171.6,20.2,Build Muscles,19.98,179,Dumbbell Snatches
19,Male,63.3,177.7,20.0,Maintain Weight,8.75,49,Planks
37,Other,45.5,163.1,17.1,Gain Weight,13.19,116,Dips
39,Other,47.5,163.5,17.8,Gain Weight,13.16,115,Dips
58,Male,68.5,166.6,24.7,Maintain Weight,11.33,67,Planks
45,Other,71.7,174.9,23.4,Build Muscles,23.41,209,Dumbbell Snatches
39,Male,59.8,182.7,17.9,Gain Weight,33.69,237,Bench Press
47,Male,62.6,164.5,23.1,Maintain Weight,4.46,17,Planks
20,Male,51.0,163.8,19.0,Maintain Weight,17.78,120,Elliptical
41,Other,56.4,173.7,18.7,Build Muscles,23.37,214,Power Cleans
48,Female,47.0,158.8,18.6,Build Muscles,25.55,239,Barbell Rows
25,Female,58.4,165.9,21.2,Maintain Weight,12.64,106,Walking
52,Male,70.5,176.1,22.7,Maintain Weight,10.2,58,Bodyweight Exercises
47,Other,45.7,166.8,16.4,Gain Weight,25.2,236,Tricep Extensions
53,Female,58.8,166.6,21.2,Maintain Weight,12.46,104,Low-Impact Aerobics
49,Male,59.4,173.8,19.7,Build Muscles,20.88,141,Power Cleans
53,Other,59.9,159.2,23.6,Maintain Weight,8.6,65,Light Weight Training
33,Other,48.2,150.6,21.3,Maintain Weight,11.49,98,Swimming
39,Other,47.0,167.5,16.7,Gain Weight,7.65,60,Chest Flyes
41,Other,70.9,174.1,23.4,Maintain Weight,2.58,1,Core Workouts
41,Other,61.3,158.6,24.4,Maintain Weight,10.75,86,Stretching
51,Female,56.7,155.9,23.3,Maintain Weight,5.08,31,Pilates
41,Female,62.4,174.5,20.5,Build Muscles,16.88,147,Cable Machine Exercises
22,Other,56.3,173.2,18.8,Maintain Weight,12.27,103,Elliptical
23,Male,69.1,177.9,21.8,Maintain Weight,9.09,50,Swimming
25,Female,54.9,169.7,19.1,Build Muscles,19.62,177,Lunges
41,Female,59.5,154.7,24.9,Maintain Weight,10.88,88,Balance Exercises
26,Female,58.1,169.8,20.2,Maintain Weight,7.53,55,Bodyweight Exercises
50,Male,67.5,172.8,22.6,Build Muscles,32.23,224,Chest Dips
21,Male,63.0,160.2,24.5,Build Muscles,29.67,206,Power Cleans
25,Female,62.2,159.1,24.6,Maintain Weight,8.78,66,Balance Exercises
57,Female,60.2,166.9,21.6,Build Muscles,17.51,154,Shoulder Press
17,Other,60.1,155.6,24.8,Build Muscles,26.0,239,Lunges
55,Female,61.9,173.1,20.7,Build Muscles,21.17,190,Leg Press
31,Other,47.5,164.9,17.5,Gain Weight,25.06,234,Bent-Over Rows
34,Male,62.3,178.5,19.6,Maintain Weight,14.58,93,Walking
40,Male,63.2,181.5,19.2,Build Muscles,19.41,129,Weighted Pull-ups
44,Male,60.5,175.9,19.6,Build Muscles,28.25,196,Barbell Rows
52,Male,73.6,178.4,23.1,Maintain Weight,6.58,30,Yoga
37,Female,53.7,163.1,20.2,Maintain Weight,6.78,49,Bodyweight Exercises
30,Male,73.7,188.4,20.8,Build Muscles,24.85,167,Chin-ups
58,Other,56.5,159.5,22.2,Build Muscles,15.88,139,Leg Press
41,Other,61.2,166.2,22.2,Maintain Weight,6.34,42,Rowing
58,Other,57.4,166.5,20.7,Build Muscles,14.91,129,Chest Dips
44,Male,54.2,162.7,20.5,Build Muscles,18.7,126,Power Cleans
28,Other,56.1,167.1,20.1,Build Muscles,20.06,181,Dumbbell Snatches
28,Other,69.7,174.4,22.9,Maintain Weight,6.84,44,Pilates
39,Male,62.9,165.1,23.1,Build Muscles,28.87,200,Shoulder Press
35,Male,73.3,172.6,24.6,Maintain Weight,12.96,78,Pilates
50,Female,50.8,152.0,22.0,Build Muscles,22.78,210,Lunges
47,Female,57.5,161.6,22.0,Build Muscles,16.61,146,Chest Dips
21,Female,58.2,161.1,22.4,Build Muscles,15.84,138,Weighted Pull-ups
47,Female,56.1,169.3,19.6,Build Muscles,24.06,221,Shoulder Press
45,Male,78.9,183.6,23.4,Build Muscles,21.29,139,Weighted Pull-ups
15,Male,56.2,152.3,24.2,Build Muscles,27.83,194,Weighted Pull-ups
15,Female,63.0,159.8,24.7,Maintain Weight,6.2,40,Yoga
47,Other,66.6,169.0,23.3,Maintain Weight,12.13,98,Swimming
39,Female,60.7,160.3,23.6,Build Muscles,18.52,164,Squats
27,Other,45.6,154.1,19.2,Build Muscles,20.6,190,Shoulder Press
19,Male,70.0,183.2,20.9,Build Muscles,25.65,174,Deadlifts
48,Male,57.7,164.6,21.3,Build Muscles,18.42,123,Dumbbell Snatches
58,Other,58.0,164.4,21.4,Maintain Weight,11.13,91,Rowing
57,Male,64.0,166.4,23.1,Maintain Weight,17.17,112,Balance Exercises
36,Other,52.9,158.2,21.2,Maintain Weight,12.65,108,Core Workouts
44,Female,59.9,163.8,22.3,Build Muscles,23.4,213,Weighted Pull-ups
33,Other,73.6,174.2,24.3,Build Muscles,17.38,148,Chest Dips
26,Female,61.2,157.1,24.8,Maintain Weight,5.54,34,Balance Exercises
59,Other,45.1,168.0,16.0,Gain Weight,7.88,63,Pull-ups
60,Male,58.8,166.8,21.1,Maintain Weight,12.32,77,Light Weight Training
34,Male,51.2,168.4,18.0,Gain Weight,22.06,152,Overhead Press
16,Male,56.9,155.0,23.7,Maintain Weight,15.72,103,Walking
25,Female,69.8,171.2,23.8,Maintain Weight,9.24,68,Hiking
27,Male,61.9,183.5,18.4,Gain Weight,27.1,187,Pull-ups
55,Male,59.3,177.1,18.9,Build Muscles,29.41,205,Cable Machine Exercises
23,Female,65.2,165.4,23.8,Maintain Weight,13.68,114,Yoga
45,Female,51.4,157.3,20.8,Build Muscles,21.7,199,Deadlifts
58,Female,68.2,172.2,23.0,Build Muscles,23.39,210,Bench Press
43,Other,60.3,169.6,21.0,Maintain Weight,6.21,41,Light Weight Training
27,Male,58.7,187.2,16.8,Gain Weight,16.06,105,Chest Flyes
54,Other,62.7,171.2,21.4,Maintain Weight,11.59,94,Hiking
47,Female,57.3,161.6,21.9,Build Muscles,23.7,217,Lunges
44,Female,58.6,162.6,22.2,Maintain Weight,5.15,31,Stretching
23,Male,46.9,182.3,14.1,Gain Weight,10.58,67,Pull-ups
18,Other,63.9,167.4,22.8,Build Muscles,15.84,136,Push Press
39,Female,68.6,168.4,24.2,Build Muscles,25.7,233,Deadlifts
36,Male,47.4,169.5,16.5,Gain Weight,16.73,113,Dumbbell Rows
45,Female,66.9,170.6,23.0,Maintain Weight,10.74,84,Pilates
45,Female,66.5,165.4,24.3,Maintain Weight,3.33,10,Hiking
27,Other,67.5,170.9,23.1,Build Muscles,17.86,155,Dumbbell Snatches
57,Other,69.9,172.5,23.5,Build Muscles,22.65,202,Squats
46,Female,62.6,159.0,24.8,Maintain Weight,6.39,42,Bodyweight Exercises
60,Male,67.1,167.5,23.9,Maintain Weight,14.35,90,Elliptical
56,Male,73.3,189.5,20.4,Maintain Weight,15.5,97,Walking
23,Male,56.3,176.0,18.2,Gain Weight,17.57,117,Dips
42,Female,59.0,155.9,24.3,Build Muscles,17.26,152,Squats
56,Male,64.7,168.8,22.7,Maintain Weight,8.13,44,Stretching
51,Female,60.0,172.7,20.1,Maintain Weight,13.9,118,Planks
60,Other,58.5,170.6,20.1,Maintain Weight,10.85,88,Planks
52,Male,50.7,160.6,19.7,Maintain Weight,5.11,25,Balance Exercises
26,Other,73.4,173.4,24.4,Maintain Weight,5.97,34,Stretching
19,Female,60.2,162.0,22.9,Maintain Weight,12.91,108,Core Workouts
36,Other,52.7,175.0,17.2,Gain Weight,2.94,11,Squats
41,Female,69.6,174.7,22.8,Build Muscles,26.24,238,Push Press
58,Male,60.6,165.8,22.1,Build Muscles,34.12,240,Weighted Pull-ups
15,Other,61.1,157.4,24.7,Maintain Weight,12.24,101,Swimming
43,Male,56.1,172.3,18.9,Maintain Weight,11.56,72,Light Weight Training
56,Female,66.5,169.6,23.1,Maintain Weight,3.23,9,Hiking
38,Female,59.2,155.9,24.3,Build Muscles,25.67,236,Barbell Rows
50,Male,62.6,174.5,20.5,Maintain Weight,4.46,17,Walking
59,Male,70.2,188.8,19.7,Maintain Weight,7.39,37,Core Workouts
53,Male,59.9,180.2,18.5,Gain Weight,11.83,73,Bicep Curls
22,Male,59.6,180.1,18.4,Gain Weight,25.82,178,Dumbbell Rows
15,Other,56.9,165.0,20.9,Maintain Weight,2.19,2,Rowing
52,Male,62.1,181.0,18.9,Maintain Weight,2.44,2,Hiking
57,Female,45.6,159.5,17.9,Gain Weight,23.0,214,Deadlifts
37,Male,71.5,176.0,23.1,Maintain Weight,14.77,92,Rowing
19,Male,61.0,185.4,17.7,Gain Weight,6.27,31,Overhead Press
45,Male,54.8,187.7,15.5,Gain Weight,13.12,84,Overhead Press
51,Other,61.1,162.6,23.1,Build Muscles,20.54,184,Lunges
17,Other,63.0,164.4,23.3,Build Muscles,20.5,183,Leg Press
51,Other,47.4,168.0,16.8,Gain Weight,14.36,127,Tricep Extensions
31,Other,64.4,170.1,22.3,Build Muscles,14.76,125,Deadlifts
54,Male,52.2,187.6,14.8,Gain Weight,24.49,170,Lateral Raises
49,Female,60.4,156.1,24.8,Maintain Weight,2.91,8,Balance Exercises
39,Other,53.8,155.3,22.3,Maintain Weight,4.68,28,Balance Exercises
22,Other,64.6,169.0,22.6,Maintain Weight,7.36,51,Planks
52,Male,57.1,179.0,17.8,Gain Weight,14.8,96,Dumbbell Rows
23,Male,67.3,174.3,22.1,Build Muscles,21.95,147,Barbell Rows
37,Female,57.0,174.2,18.8,Build Muscles,21.0,190,Deadlifts
27,Male,70.6,178.6,22.1,Maintain Weight,3.67,9,Walking
33,Male,81.4,186.2,23.5,Build Muscles,22.85,150,Weighted Pull-ups
33,Male,67.8,177.8,21.4,Maintain Weight,16.51,106,Bodyweight Exercises
34,Male,49.2,176.0,15.9,Gain Weight,3.72,15,Lateral Raises
59,Female,56.3,167.5,20.1,Build Muscles,16.37,144,Power Cleans
55,Male,57.1,174.6,18.7,Maintain Weight,5.33,25,Low-Impact Aerobics
19,Male,57.6,164.2,21.4,Maintain Weight,4.68,20,Light Weight Training
51,Female,62.0,173.8,20.5,Maintain Weight,7.47,53,Swimming
45,Female,58.8,172.0,19.9,Maintain Weight,7.26,52,Yoga
47,Other,49.0,172.6,16.5,Gain Weight,16.62,149,Dips
31,Other,60.5,170.8,20.7,Build Muscles,20.42,183,Squats
50,Male,63.1,186.1,18.2,Gain Weight,18.48,122,Dumbbell Rows
36,Other,68.2,169.1,23.8,Maintain Weight,5.99,36,Cycling
35,Female,69.9,175.0,22.8,Build Muscles,19.25,168,Chest Dips
24,Other,46.0,159.8,18.0,Gain Weight,6.71,51,Squats
16,Female,54.7,162.0,20.8,Build Muscles,25.81,239,Cable Machine Exercises
19,Male,62.8,189.0,17.6,Gain Weight,29.8,207,Bicep Curls
41,Male,45.4,182.0,13.7,Gain Weight,27.46,194,Push-ups
38,Male,59.0,164.6,21.8,Build Muscles,33.53,236,Weighted Pull-ups
50,Other,48.9,164.4,18.1,Gain Weight,10.01,83,Lateral Raises
32,Male,57.8,175.7,18.7,Build Muscles,24.69,170,Deadlifts
21,Male,56.4,180.8,17.2,Gain Weight,23.17,159,Tricep Extensions
56,Female,54.2,170.1,18.7,Maintain Weight,12.5,106,Swimming
55,Female,62.9,161.5,24.1,Build Muscles,15.4,132,Barbell Rows
53,Other,57.8,160.9,22.3,Maintain Weight,8.22,62,Swimming
25,Male,71.3,178.5,22.4,Build Muscles,19.83,130,Bench Press
32,Female,64.9,171.1,22.2,Maintain Weight,2.27,0,Bodyweight Exercises
20,Male,58.5,183.9,17.3,Gain Weight,20.98,142,Squats
51,Female,57.8,173.6,19.2,Build Muscles,21.62,196,Barbell Rows
45,Male,61.4,181.8,18.6,Build Muscles,32.55,228,Dumbbell Snatches
60,Male,60.9,176.7,19.5,Build Muscles,23.2,158,Barbell Rows
33,Female,61.0,171.0,20.9,Build Muscles,20.14,180,Power Cleans
59,Female,67.7,170.2,23.4,Maintain Weight,7.57,52,Elliptical
51,Other,65.6,173.9,21.7,Maintain Weight,11.29,90,Cycling
55,Male,54.5,180.3,16.8,Gain Weight,14.98,98,Overhead Press
16,Other,61.0,159.3,24.0,Build Muscles,21.03,189,Deadlifts
18,Male,73.1,187.9,20.7,Maintain Weight,4.03,11,Walking
47,Other,58.9,162.7,22.3,Build Muscles,19.76,177,Bench Press
58,Female,69.6,174.9,22.8,Maintain Weight,7.64,52,Swimming
52,Male,56.2,161.6,21.5,Build Muscles,32.63,230,Leg Press
35,Male,70.5,188.0,20.0,Build Muscles,33.93,236,Chest Dips
33,Female,60.5,164.7,22.3,Build Muscles,22.92,208,Bench Press
58,Female,45.3,167.8,16.1,Gain Weight,13.28,117,Bent-Over Rows
40,Female,48.7,152.3,21.0,Maintain Weight,3.1,14,Light Weight Training
40,Male,67.3,172.1,22.7,Maintain Weight,14.89,94,Planks
40,Male,63.2,161.1,24.3,Build Muscles,31.41,219,Barbell Rows
41,Female,54.6,153.1,23.3,Build Muscles,23.91,220,Power Cleans
60,Female,71.6,172.2,24.2,Build Muscles,15.71,132,Shoulder Press
54,Female,71.8,172.0,24.3,Maintain Weight,7.71,52,Elliptical
33,Male,53.1,179.7,16.4,Gain Weight,15.59,103,Shrugs
32,Other,67.1,169.9,23.3,Maintain Weight,10.55,82,Rowing
37,Other,64.8,169.7,22.5,Build Muscles,21.07,188,Weighted Pull-ups
55,Male,59.1,172.5,19.9,Maintain Weight,6.74,35,Planks
21,Female,49.0,150.1,21.8,Build Muscles,19.82,181,Deadlifts
52,Female,62.8,159.2,24.8,Build Muscles,17.7,155,Power Cleans
30,Female,71.3,169.5,24.8,Build Muscles,24.2,217,Barbell Rows
38,Male,62.3,171.5,21.2,Maintain Weight,5.91,28,Swimming
31,Male,67.4,172.3,22.7,Build Muscles,30.09,208,Barbell Rows
31,Female,62.6,166.0,22.7,Build Muscles,21.19,190,Deadlifts
56,Female,63.7,163.8,23.7,Build Muscles,19.53,173,Bench Press
36,Male,51.2,176.1,16.5,Gain Weight,32.99,234,Tricep Extensions
55,Female,57.7,160.7,22.4,Maintain Weight,9.92,79,Walking
23,Male,61.3,176.0,19.8,Maintain Weight,3.48,10,Planks
49,Male,57.0,175.4,18.5,Maintain Weight,14.8,96,Core Workouts
43,Female,51.9,165.1,19.0,Maintain Weight,6.31,45,Cycling
23,Other,59.3,161.3,22.8,Build Muscles,18.17,161,Shoulder Press
23,Male,59.3,170.0,20.5,Build Muscles,30.87,216,Leg Press
28,Male,67.6,165.5,24.6,Build Muscles,26.63,182,Power Cleans
29,Male,58.3,189.8,16.2,Gain Weight,4.57,19,Bench Press
28,Male,76.9,182.6,23.1,Build Muscles,19.23,124,Shoulder Press
49,Other,49.8,174.4,16.4,Gain Weight,10.54,88,Overhead Press
47,Other,57.0,156.3,23.3,Build Muscles,18.19,162,Bench Press
30,Male,72.3,182.4,21.7,Build Muscles,29.46,202,Kettlebell Swings
37,Female,57.3,159.8,22.4,Build Muscles,20.11,181,Cable Machine Exercises
56,Female,61.4,172.9,20.5,Build Muscles,25.25,231,Chin-ups
15,Male,61.0,160.5,23.7,Build Muscles,27.33,189,Chin-ups
45,Other,68.4,167.6,24.3,Build Muscles,25.89,235,Chest Dips
59,Female,56.8,160.8,21.9,Maintain Weight,7.49,55,Low-Impact Aerobics
39,Female,62.4,161.8,23.8,Maintain Weight,9.49,73,Pilates
59,Female,59.3,166.3,21.4,Build Muscles,19.18,171,Leg Press
45,Male,57.9,180.4,17.8,Gain Weight,17.23,114,Chest Flyes
50,Female,60.4,156.7,24.6,Maintain Weight,2.71,6,Swimming
59,Female,51.3,157.9,20.6,Build Muscles,14.4,126,Chest Dips
36,Male,83.5,183.9,24.7,Build Muscles,30.52,207,Power Cleans
41,Male,60.3,169.0,21.1,Maintain Weight,14.51,93,Light Weight Training
21,Male,66.4,182.0,20.0,Build Muscles,20.86,139,Chin-ups
42,Female,63.0,160.1,24.6,Maintain Weight,13.3,111,Light Weight Training
36,Male,82.6,187.6,23.5,Build Muscles,32.62,223,Deadlifts
30,Other,54.9,174.4,18.1,Gain Weight,12.12,102,Tricep Extensions
40,Male,65.5,167.7,23.3,Maintain Weight,13.09,81,Core Workouts
34,Male,71.7,175.2,23.3,Maintain Weight,4.64,16,Low-Impact Aerobics
58,Male,59.6,189.9,16.5,Gain Weight,13.82,88,Squats
48,Other,65.1,164.2,24.1,Build Muscles,26.08,238,Chin-ups
42,Male,57.7,179.1,18.0,Gain Weight,11.22,69,Lateral Raises
55,Female,57.9,162.8,21.9,Build Muscles,23.33,213,Squats
39,Other,73.5,173.6,24.4,Build Muscles,26.07,235,Dumbbell Snatches
30,Male,57.9,164.8,21.3,Build Muscles,26.43,183,Bench Press
29,Female,56.5,151.5,24.7,Build Muscles,21.68,197,Leg Press
31,Male,67.7,174.9,22.1,Build Muscles,28.77,198,Shoulder Press
59,Female,72.3,174.4,23.8,Build Muscles,25.43,229,Bench Press
27,Male,68.2,189.9,18.9,Maintain Weight,10.52,61,Bodyweight Exercises
43,Male,59.5,183.5,17.7,Gain Weight,15.95,104,Tricep Extensions
54,Female,45.0,159.7,17.7,Gain Weight,24.28,227,Overhead Press
39,Other,57.5,173.0,19.2,Build Muscles,25.11,231,Chin-ups
37,Other,58.8,161.3,22.6,Build Muscles,21.86,198,Shoulder Press
16,Other,60.3,160.7,23.4,Maintain Weight,6.91,48,Pilates
56,Male,77.7,185.5,22.6,Build Muscles,21.92,144,Barbell Rows
29,Female,58.6,159.1,23.2,Build Muscles,20.95,189,Kettlebell Swings
31,Male,71.7,177.5,22.8,Maintain Weight,7.18,35,Elliptical
48,Female,62.6,165.3,22.9,Maintain Weight,13.99,118,Yoga
37,Male,63.1,185.4,18.3,Gain Weight,30.07,209,Deadlifts
40,Male,68.1,187.0,19.5,Maintain Weight,5.85,26,Rowing
49,Male,56.4,169.7,19.6,Maintain Weight,9.31,55,Core Workouts
42,Other,68.1,172.0,23.0,Build Muscles,24.38,220,Squats
54,Male,59.8,180.6,18.4,Gain Weight,5.03,22,Bent-Over Rows
40,Male,69.9,188.1,19.7,Build Muscles,33.78,235,Chest Dips
59,Other,56.6,163.1,21.3,Build Muscles,18.18,162,Chin-ups
39,Other,51.7,154.1,21.8,Build Muscles,14.31,125,Push Press
36,Male,72.4,185.6,21.0,Build Muscles,22.93,153,Chin-ups
49,Male,58.7,165.5,21.4,Build Muscles,32.59,229,Push Press
47,Female,66.8,164.8,24.6,Maintain Weight,3.64,13,Light Weight Training
43,Female,58.2,172.7,19.5,Build Muscles,17.44,154,Leg Press
53,Female,61.1,162.2,23.2,Maintain Weight,8.54,64,Cycling
44,Female,71.2,171.7,24.1,Build Muscles,25.29,228,Weighted Pull-ups
46,Other,58.9,170.8,20.2,Maintain Weight,4.06,20,Bodyweight Exercises
26,Other,70.0,171.5,23.8,Maintain Weight,2.95,5,Walking
57,Male,47.0,169.8,16.3,Gain Weight,21.51,149,Overhead Press
51,Female,54.4,159.9,21.3,Build Muscles,18.6,167,Shoulder Press
17,Female,53.0,159.9,20.7,Maintain Weight,9.36,75,Core Workouts
34,Other,65.8,165.3,24.1,Build Muscles,17.2,149,Power Cleans
41,Other,58.6,160.3,22.8,Maintain Weight,8.95,69,Walking
28,Male,58.1,179.1,18.1,Gain Weight,9.5,56,Bench Press
25,Male,58.5,162.7,22.1,Maintain Weight,10.31,62,Stretching
39,Other,51.2,163.8,19.1,Maintain Weight,10.79,90,Rowing
30,Male,59.1,183.5,17.5,Gain Weight,24.47,168,Pull-ups
33,Female,57.6,158.9,22.8,Build Muscles,23.72,217,Power Cleans
43,Female,63.7,174.8,20.9,Maintain Weight,8.93,67,Hiking
50,Other,59.5,174.3,19.6,Build Muscles,22.08,200,Chin-ups
39,Female,46.5,166.9,16.7,Gain Weight,16.43,148,Bench Press
25,Other,49.9,161.1,19.2,Build Muscles,15.75,140,Barbell Rows
57,Female,61.4,158.5,24.4,Build Muscles,18.25,161,Shoulder Press
29,Female,57.0,168.5,20.1,Maintain Weight,8.89,69,Cycling
15,Female,56.1,161.9,21.4,Maintain Weight,11.86,99,Elliptical
41,Other,53.3,150.1,23.6,Build Muscles,19.16,173,Shoulder Press
34,Other,53.4,166.7,19.2,Maintain Weight,3.17,13,Core Workouts
58,Other,54.0,171.2,18.4,Gain Weight,21.39,195,Deadlifts
30,Male,56.2,161.1,21.6,Maintain Weight,17.03,113,Elliptical
34,Female,63.7,162.1,24.2,Build Muscles,23.23,210,Barbell Rows
50,Male,68.4,178.1,21.6,Maintain Weight,7.06,35,Rowing
31,Female,58.5,172.2,19.7,Build Muscles,21.75,197,Bench Press
15,Male,47.1,156.1,19.3,Maintain Weight,3.91,17,Walking
22,Other,56.5,171.0,19.3,Maintain Weight,3.18,12,Balance Exercises
19,Male,50.0,164.9,18.4,Gain Weight,13.08,85,Tricep Extensions
42,Female,64.5,162.8,24.3,Build Muscles,23.26,210,Lunges
30,Female,62.7,163.9,23.3,Build Muscles,20.19,180,Chin-ups
52,Other,48.7,156.0,20.0,Build Muscles,17.2,155,Deadlifts
36,Female,46.6,158.7,18.5,Maintain Weight,9.53,79,Cycling
50,Female,73.1,174.5,24.0,Build Muscles,25.06,225,Lunges
40,Female,62.9,174.1,20.8,Build Muscles,22.9,207,Shoulder Press
32,Male,67.3,176.5,21.6,Build Muscles,26.89,184,Weighted Pull-ups
34,Other,51.6,158.7,20.5,Maintain Weight,5.51,37,Stretching
24,Other,45.6,152.3,19.7,Build Muscles,17.3,157,Lunges
25,Male,70.7,169.4,24.6,Maintain Weight,9.27,51,Core Workouts
29,Other,69.8,173.4,23.2,Maintain Weight,12.84,104,Stretching
22,Male,59.2,172.9,19.8,Build Muscles,31.14,218,Weighted Pull-ups
56,Other,61.2,171.5,20.8,Maintain Weight,8.64,65,Elliptical
22,Other,73.6,173.9,24.3,Build Muscles,20.37,178,Push Press
56,Male,62.9,169.8,21.8,Build Muscles,32.34,226,Leg Press
31,Male,76.0,180.4,23.3,Maintain Weight,7.06,33,Stretching
51,Other,59.2,162.1,22.5,Build Muscles,25.67,236,Leg Press
30,Other,45.2,152.1,19.5,Maintain Weight,2.58,10,Light Weight Training
49,Male,58.2,173.5,19.3,Build Muscles,20.97,142,Lunges
25,Male,61.9,178.4,19.4,Maintain Weight,17.37,114,Rowing
47,Other,57.9,159.9,22.6,Build Muscles,23.92,219,Cable Machine Exercises
27,Male,59.4,183.3,17.7,Gain Weight,32.61,229,Shrugs
25,Other,59.0,171.0,20.2,Maintain Weight,7.26,52,Yoga
39,Other,62.4,164.1,23.2,Build Muscles,18.39,162,Power Cleans
52,Male,48.1,187.0,13.8,Gain Weight,5.95,32,Push-ups
23,Other,54.2,150.4,24.0,Maintain Weight,12.9,110,Pilates
48,Other,52.2,162.0,19.9,Build Muscles,25.73,239,Bench Press
23,Male,65.3,175.5,21.2,Maintain Weight,3.62,10,Low-Impact Aerobics
28,Other,65.0,168.8,22.8,Build Muscles,22.58,203,Deadlifts
31,Other,59.7,171.4,20.3,Maintain Weight,10.49,84,Walking
19,Male,68.4,183.5,20.3,Build Muscles,27.46,188,Shoulder Press
44,Male,62.9,183.9,18.6,Maintain Weight,9.27,53,Planks
26,Male,60.5,166.7,21.8,Build Muscles,19.18,128,Leg Press
42,Other,58.0,160.9,22.4,Build Muscles,14.83,128,Squats
42,Male,59.0,183.4,17.5,Gain Weight,12.06,75,Tricep Extensions
30,Male,59.0,169.0,20.6,Build Muscles,23.93,164,Cable Machine Exercises
30,Male,70.5,176.5,22.6,Build Muscles,34.07,237,Push Press
45,Male,56.6,179.6,17.6,Gain Weight,15.18,99,Pull-ups
39,Male,58.4,182.9,17.5,Gain Weight,28.98,202,Dips
39,Female,58.2,169.5,20.3,Maintain Weight,5.34,33,Elliptical
51,Male,67.4,184.4,19.8,Build Muscles,25.16,171,Barbell Rows
21,Male,73.1,182.8,21.9,Build Muscles,31.63,218,Shoulder Press
53,Female,56.8,168.1,20.1,Maintain Weight,2.09,1,Hiking
20,Male,59.9,167.0,21.5,Build Muscles,30.5,213,Cable Machine Exercises
28,Other,57.7,156.8,23.4,Build Muscles,23.02,210,Bench Press
42,Male,68.9,178.1,21.7,Build Muscles,25.21,171,Chin-ups
25,Female,73.2,172.1,24.7,Build Muscles,26.26,237,Cable Machine Exercises
23,Male,58.8,180.2,18.1,Gain Weight,14.86,96,Lateral Raises
21,Male,57.7,186.1,16.7,Gain Weight,22.42,153,Deadlifts
35,Other,60.5,165.8,22.0,Maintain Weight,11.12,90,Pilates
24,Male,59.5,163.4,22.3,Build Muscles,28.22,196,Lunges
26,Male,47.6,173.3,15.9,Gain Weight,18.47,126,Bench Press
27,Other,58.3,164.8,21.4,Maintain Weight,6.14,41,Planks
20,Other,52.9,170.1,18.3,Gain Weight,2.85,10,Shrugs
33,Male,57.0,179.1,17.8,Gain Weight,4.26,17,Pull-ups
55,Female,61.0,157.9,24.4,Maintain Weight,11.93,98,Core Workouts
24,Female,61.0,168.6,21.4,Build Muscles,15.83,137,Kettlebell Swings
27,Female,60.4,172.1,20.4,Maintain Weight,13.21,111,Pilates
38,Other,58.0,156.5,23.7,Build Muscles,19.33,173,Chest Dips
18,Female,53.7,171.5,18.2,Gain Weight,9.28,74,Bench Press
41,Female,67.9,169.5,23.7,Build Muscles,24.58,222,Lunges
